PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r200c,k,r500c,k,4h7sKc7c9sAcKd4d6c,-500|500,shabalin.ivan.2,DeepStack 
k,k,r200f,,2d4sTd4cKs5sAhKd,100|-100,DeepStack,shabalin.ivan.2 
r300f,,,,8hTdTsQc,-100|100,shabalin.ivan.2,DeepStack 
r250c,cr625c,k,k,5s7c5cJd5d4d6hTd9c,-625|625,DeepStack,shabalin.ivan.2 
r300f,,,,Td6h4cAd,-100|100,shabalin.ivan.2,DeepStack 
r300r900f,,,,9dKd8s9c,300|-300,DeepStack,shabalin.ivan.2 
r300f,,,,8c5sAcJs,-100|100,shabalin.ivan.2,DeepStack 
cr300c,r600c,r1200r2800r5600r14000r20000c,,KdKh7h6d7sKc7d4sAc,20000|-20000,DeepStack,shabalin.ivan.2 
r200r600c,r1500f,,,9dAsTcKd6h7dQh,600|-600,shabalin.ivan.2,DeepStack 
k,cr300f,,,4s7h8d8hTd3hJd,-100|100,DeepStack,shabalin.ivan.2 
cr300f,,,,KsQcTh2s,100|-100,shabalin.ivan.2,DeepStack 
f,,,,AcQh6s3d,50|-50,DeepStack,shabalin.ivan.2 
cr300f,,,,Kc6c7c4h,100|-100,shabalin.ivan.2,DeepStack 
k,cr300r900c,r1800r5400c,cr20000c,Jd9cQsKd8cQhTcQd4d,20000|-20000,DeepStack,shabalin.ivan.2 
r300r900c,r2250f,,,QcJhAc4c7s3s9h,900|-900,shabalin.ivan.2,DeepStack 
k,k,r200f,,2s4d9s7dAsQcTdKs,100|-100,DeepStack,shabalin.ivan.2 
r200c,cr400c,cr800c,k,Qc2s6hAs3s5h2h6s6c,-800|800,shabalin.ivan.2,DeepStack 
r300r900r2700f,,,,8sAs6c6s,-900|900,DeepStack,shabalin.ivan.2 
k,cr300r750c,r1500c,k,4d2sQs5sJd3d5hJh2c,-1500|1500,shabalin.ivan.2,DeepStack 
r250f,,,,2s8dJd3d,-100|100,DeepStack,shabalin.ivan.2 
cr300c,k,r750c,cr2250c,QcTdTcAd5sKh5dQh4h,2250|-2250,shabalin.ivan.2,DeepStack 
r300f,,,,6h9c5cQc,-100|100,DeepStack,shabalin.ivan.2 
f,,,,5hQd2h8c,50|-50,shabalin.ivan.2,DeepStack 
r300f,,,,Th5dJhJc,-100|100,DeepStack,shabalin.ivan.2 
r200c,cr400c,r1000f,,5hKdQd8sJs3hJd9h,400|-400,shabalin.ivan.2,DeepStack 
r300f,,,,Jh3dThQh,-100|100,DeepStack,shabalin.ivan.2 
cr300f,,,,QhQc3sQd,100|-100,shabalin.ivan.2,DeepStack 
f,,,,3sTdTc5d,50|-50,DeepStack,shabalin.ivan.2 
r200r600c,r1500r3000f,,,8cAs7hKh4h6sTd,-1500|1500,shabalin.ivan.2,DeepStack 
r300r900f,,,,Qs9s2d9d,300|-300,DeepStack,shabalin.ivan.2 
r200c,cr600c,cr1800c,cr3600c,8sTc9c5cJcQc8h4d7c,-3600|3600,shabalin.ivan.2,DeepStack 
r300f,,,,3h4d3cJc,-100|100,DeepStack,shabalin.ivan.2 
r200r600c,r1500c,r3000r20000f,,QsTcJd9dThQcAdKc,-3000|3000,shabalin.ivan.2,DeepStack 
r300c,cr750f,,,Th2h9s8d7s5cKh,-300|300,DeepStack,shabalin.ivan.2 
r300r900c,r2250c,k,r5625r20000f,4sAs5h6d6cTs9hAh6s,-5625|5625,shabalin.ivan.2,DeepStack 
r250c,k,cr625f,,2dQdQc7c4s4c3dTc,-250|250,DeepStack,shabalin.ivan.2 
r300f,,,,6c7d6dAh,-100|100,shabalin.ivan.2,DeepStack 
r200c,k,cr600f,,5cTsKcKd7dAhQcAc,-200|200,DeepStack,shabalin.ivan.2 
r200c,k,r600c,cr1800c,4cKc9s2s4s6sJdJcAd,1800|-1800,shabalin.ivan.2,DeepStack 
r250r750f,,,,8dJd7sTc,250|-250,DeepStack,shabalin.ivan.2 
r300f,,,,6h8d6d5d,-100|100,shabalin.ivan.2,DeepStack 
f,,,,4c2s3s9c,50|-50,DeepStack,shabalin.ivan.2 
r300r900c,r2250c,r5625f,,QhKsTdJcJs6d7c5c,2250|-2250,shabalin.ivan.2,DeepStack 
cr300c,r600c,r1200c,r2400c,9hTcKd5h3dKsQsJh4s,2400|-2400,DeepStack,shabalin.ivan.2 
r300f,,,,Qc3hKdAs,-100|100,shabalin.ivan.2,DeepStack 
r300r900r20000f,,,,Ah7hTsTd,-900|900,DeepStack,shabalin.ivan.2 
r200r600c,r1500f,,,5d5sAs7hJs8h6c,600|-600,shabalin.ivan.2,DeepStack 
r300r900c,r2700r8100c,k,cr20000c,KhAs8cJcAc7cJhQdKc,-20000|20000,DeepStack,shabalin.ivan.2 
cr300f,,,,QcKcTh5d,100|-100,shabalin.ivan.2,DeepStack 
r300r900r2700c,k,r5400f,,AsJhTcAc9sJc8sJs,2700|-2700,DeepStack,shabalin.ivan.2 
k,k,r300c,cr900f,Qc6s9d6dKsTdKc7c5h,-300|300,shabalin.ivan.2,DeepStack 
r300c,cr800f,,,8hQdKh6hTs5d7d,-300|300,DeepStack,shabalin.ivan.2 
r300r900c,r2250c,k,k,KdQdQc9h9c6d4d6sJs,-2250|2250,shabalin.ivan.2,DeepStack 
r300f,,,,9d4hAd4s,-100|100,DeepStack,shabalin.ivan.2 
r200c,k,r500f,,5s4sTs7cKd3h9s9c,200|-200,shabalin.ivan.2,DeepStack 
k,k,cr200c,cr1000f,Jd6s3d4h5c2s8sAs6c,-200|200,voloshin.stanislav.1,DeepStack 
r300f,,,,5c9h7dAs,-100|100,voloshin.stanislav.2,DeepStack 
k,cr200c,cr400f,,Jd3h7dJhAd4h5c8s,-200|200,DeepStack,voloshin.stanislav.2 
k,cr300f,,,9d4sJh4c8d5h7s,-100|100,DeepStack,shabalin.ivan.2 
cr300f,,,,5c4dJd7s,100|-100,DeepStack,voloshin.stanislav.1 
r200c,cr400f,,,Ad4c7c9sKd5sTs,-200|200,voloshin.stanislav.2,DeepStack 
r300f,,,,Kd6cJs9d,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,6sTc6dTh,50|-50,DeepStack,voloshin.stanislav.1 
cr300f,,,,8hAd7h3c,100|-100,shabalin.ivan.2,DeepStack 
r300c,cr600f,,,Tc9cAdAsQs3d2h,-300|300,voloshin.stanislav.1,DeepStack 
f,,,,Qs6d2h7c,50|-50,DeepStack,voloshin.stanislav.2 
r300f,,,,Ks2hQc8h,-100|100,voloshin.stanislav.2,DeepStack 
r300f,,,,2h6cAh9d,-100|100,DeepStack,shabalin.ivan.2 
r200r600c,k,r1800f,,QdThKd7dTc8c9h5s,600|-600,DeepStack,voloshin.stanislav.1 
r200r600f,,,,KdQdTc8s,200|-200,DeepStack,voloshin.stanislav.2 
r300c,cr600c,k,r1300c,KcTdAsAc2cKh3cKs5d,1300|-1300,voloshin.stanislav.2,DeepStack 
k,k,r300f,,5dJs5cThKsKd7d8h,100|-100,shabalin.ivan.2,DeepStack 
r300c,k,r600c,k,TcKs3dAsKc2h9h9d8h,600|-600,voloshin.stanislav.1,DeepStack 
r300c,cr750c,k,r3750f,Td7cKh5c6dQc8h9h4h,750|-750,DeepStack,shabalin.ivan.2 
r200c,cr400f,,,6dJc2h2cAs5d3c,-200|200,DeepStack,voloshin.stanislav.1 
cr300c,k,cr600c,cr1800c,Qc2c6s7d9cJsKcQh2h,1800|-1800,DeepStack,voloshin.stanislav.2 
r300c,k,r700f,,5cQcAsTs8c3h9c5s,300|-300,voloshin.stanislav.1,DeepStack 
f,,,,7dKc2c3c,50|-50,DeepStack,voloshin.stanislav.1 
f,,,,6c3d4s2h,50|-50,shabalin.ivan.2,DeepStack 
r300f,,,,Tc5s5h7d,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,Qs6s4d9s,50|-50,DeepStack,shabalin.ivan.2 
r300f,,,,6hKc5hAs,-100|100,voloshin.stanislav.2,DeepStack 
f,,,,3dKsKc6h,50|-50,DeepStack,voloshin.stanislav.1 
r200r600c,r1500c,r3750c,k,KcAd7s5sKh8d6h9h4h,-3750|3750,shabalin.ivan.2,DeepStack 
k,k,k,k,5hKc3cJhQd9sAh8c5s,100|-100,voloshin.stanislav.1,DeepStack 
k,cr200c,cr500f,,Tc3c2h6hJh9hQd7h,-200|200,DeepStack,voloshin.stanislav.2 
r300c,k,k,r700f,8cTd8s7cKhAh4s6hKd,300|-300,voloshin.stanislav.2,DeepStack 
f,,,,Kh6h2s7c,50|-50,DeepStack,voloshin.stanislav.1 
r300r900c,k,k,cr2700c,Ad9d9h8d4cAcJcQc5c,0|0,voloshin.stanislav.1,DeepStack 
f,,,,6d7s4h2c,50|-50,DeepStack,voloshin.stanislav.2 
f,,,,2h4hQs5c,50|-50,DeepStack,voloshin.stanislav.1 
r300c,k,k,r700c,9h8c5hKcKsAc6s3s4h,-700|700,voloshin.stanislav.2,DeepStack 
k,cr200f,,,Js2cTs6cQsAd9c,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,4sJs2c6d,50|-50,DeepStack,shabalin.ivan.2 
cr300f,,,,KhTd9h6c,100|-100,DeepStack,voloshin.stanislav.1 
cr300f,,,,Kd8cTs3c,100|-100,shabalin.ivan.2,DeepStack 
f,,,,TdAs8s3c,50|-50,DeepStack,voloshin.stanislav.2 
r200f,,,,5hQcAc2h,-100|100,voloshin.stanislav.2,DeepStack 
r200c,cr600f,,,Qc8sQd9c2d7dJc,-200|200,voloshin.stanislav.1,DeepStack 
r300c,cr750c,cr1875c,k,Qc6c8cJcQh5s3sJsAc,1875|-1875,DeepStack,shabalin.ivan.2 
r200r600f,,,,AsJsKh2s,200|-200,DeepStack,voloshin.stanislav.2 
r200r600c,r1200c,k,cr2600c,QsKdKsTd7d4c9d4sAc,2600|-2600,DeepStack,voloshin.stanislav.1 
r200f,,,,3d7h4sAc,-100|100,voloshin.stanislav.2,DeepStack 
f,,,,7hAdQd5h,50|-50,DeepStack,voloshin.stanislav.2 
r300c,cr600f,,,7dJh5sKdAs8d5h,-300|300,shabalin.ivan.2,DeepStack 
r300r900c,k,k,r1800c,JhAsAhJc9d3h8d3dAd,0|0,voloshin.stanislav.2,DeepStack 
r300f,,,,Qh4cQd5h,-100|100,voloshin.stanislav.1,DeepStack 
r300c,cr750c,cr1750c,cr5250f,Qh6dKsKh7d6s2d3h2s,-1750|1750,DeepStack,voloshin.stanislav.1 
f,,,,9sJc2h6s,50|-50,DeepStack,shabalin.ivan.2 
r300r900c,r2250f,,,Ah9cTs9h6hQh3c,900|-900,shabalin.ivan.2,DeepStack 
f,,,,4s2c4c9h,50|-50,DeepStack,voloshin.stanislav.2 
f,,,,8h4c6d2s,50|-50,voloshin.stanislav.2,DeepStack 
r300f,,,,4h9h5s4s,-100|100,voloshin.stanislav.1,DeepStack 
cr300c,r600r1800c,cr5400c,k,Qs7sQd2sQc6s2cKs6h,0|0,DeepStack,shabalin.ivan.2 
f,,,,9h4c2sTd,50|-50,DeepStack,voloshin.stanislav.2 
k,cr200f,,,Th3cTc8dKc8sAc,-100|100,DeepStack,voloshin.stanislav.1 
k,r200f,,,QhTs4dQs9hJh3d,100|-100,voloshin.stanislav.2,DeepStack 
r200f,,,,2h4s8dKc,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,9d4s7h2d,50|-50,DeepStack,voloshin.stanislav.2 
r200f,,,,2sTh9hQc,-100|100,DeepStack,voloshin.stanislav.1 
k,k,k,r200f,Ks9h7d4cAh3d3s9sAd,100|-100,voloshin.stanislav.2,DeepStack 
r300c,k,k,cr600r1200f,8sQsAh6sJs5h9c6d9h,600|-600,voloshin.stanislav.1,DeepStack 
r300f,,,,2h4c8hQc,-100|100,shabalin.ivan.2,DeepStack 
cr200c,r400r900c,k,k,8d5s8c7c8h2sAs3s2d,0|0,DeepStack,shabalin.ivan.2 
f,,,,8d6cQc3s,50|-50,DeepStack,voloshin.stanislav.2 
r200c,k,k,cr600f,Kh7d4s5d4dTc8h8dTh,-200|200,voloshin.stanislav.2,DeepStack 
f,,,,6sQs4sKh,50|-50,DeepStack,voloshin.stanislav.1 
cr300c,r600c,k,cr1200f,TsAd6hKc2hKs7sJh9h,-600|600,voloshin.stanislav.1,DeepStack 
r300r900c,r2700c,k,cr13500c,JdJh9hTh8h6h4dAd3d,13500|-13500,shabalin.ivan.2,DeepStack 
f,,,,2h3c9s5h,50|-50,DeepStack,voloshin.stanislav.2 
f,,,,5c4d4h2c,50|-50,voloshin.stanislav.2,DeepStack 
f,,,,9sJd4c5d,50|-50,DeepStack,voloshin.stanislav.2 
cr300f,,,,AdJs4cKs,100|-100,DeepStack,voloshin.stanislav.1 
k,cr200c,k,r500c,Js7d5sJcJhKc4d3c7c,500|-500,voloshin.stanislav.2,DeepStack 
k,k,k,cr500f,3c9cKd3dJs9hQhTc6s,-100|100,voloshin.stanislav.1,DeepStack 
cr300c,cr750c,k,r1500c,6s9s9d7h7sTh6hJh6c,1500|-1500,DeepStack,shabalin.ivan.2 
f,,,,5s3c4sTc,50|-50,DeepStack,voloshin.stanislav.2 
f,,,,TcQc2cKh,50|-50,DeepStack,voloshin.stanislav.1 
r200r600f,,,,AsQc7c9h,200|-200,voloshin.stanislav.2,DeepStack 
r200f,,,,9c4h4d5c,-100|100,voloshin.stanislav.1,DeepStack 
cr300f,,,,7s6h4dKs,100|-100,DeepStack,voloshin.stanislav.2 
r200c,cr500c,k,r1500f,QhTdQs9dTh9c8hKh6h,500|-500,DeepStack,voloshin.stanislav.1 
k,cr300c,k,r900f,4hThTc5dQs9hJc2hAc,300|-300,voloshin.stanislav.2,DeepStack 
r300f,,,,6c8sJh9c,-100|100,voloshin.stanislav.1,DeepStack 
k,r300r600c,k,cr1200c,8h7d9h5c3h6c7hTsTc,1200|-1200,shabalin.ivan.2,DeepStack 
f,,,,8d3d2sKd,50|-50,DeepStack,voloshin.stanislav.1 
r200c,cr500c,k,cr1000f,4s5c9sAd8c9c5d6d2d,-500|500,DeepStack,voloshin.stanislav.2 
f,,,,TcKs5s2h,50|-50,voloshin.stanislav.1,DeepStack 
f,,,,4d3c9c2h,50|-50,DeepStack,voloshin.stanislav.1 
r300f,,,,Jc2c9s2s,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,3h5h9d2c,50|-50,voloshin.stanislav.2,DeepStack 
k,cr300f,,,6hQs7dQc2cJhKd,-100|100,DeepStack,shabalin.ivan.2 
r200c,cr400c,k,r800c,Td8hKdThAh3h2h9cJh,-800|800,DeepStack,voloshin.stanislav.1 
r200r600c,r1800c,r5400r9000c,cr20000f,AhAc3d3s7dKd3c9sQd,-9000|9000,DeepStack,voloshin.stanislav.2 
r200c,k,r600c,cr1800f,Qc7h6c4cKcTh9h3c9s,-600|600,shabalin.ivan.2,DeepStack 
r300f,,,,8dQcQh4h,-100|100,voloshin.stanislav.2,DeepStack 
cr300f,,,,KhQc5d2c,100|-100,voloshin.stanislav.1,DeepStack 
r300f,,,,3d8dKhKd,-100|100,DeepStack,voloshin.stanislav.2 
r200f,,,,3s9c4c6c,-100|100,DeepStack,voloshin.stanislav.1 
k,cr300c,k,cr900c,Ad4h6sQhTcAcJs4cJc,900|-900,DeepStack,shabalin.ivan.2 
k,k,k,k,8hTh9sTsQcAd6sQdKc,0|0,voloshin.stanislav.2,DeepStack 
r300c,cr600f,,,9hAc7c5c8cQdTd,-300|300,voloshin.stanislav.1,DeepStack 
cr300f,,,,Jh8c9c3c,100|-100,DeepStack,voloshin.stanislav.1 
r200r600f,,,,6h6d8h4h,200|-200,DeepStack,voloshin.stanislav.2 
k,cr200r500c,r1100c,r2800f,5d6d9sTdJs4d8dAd6s,1100|-1100,voloshin.stanislav.1,DeepStack 
r200r600f,,,,TsTc5h4s,200|-200,voloshin.stanislav.2,DeepStack 
f,,,,3h9s2s8h,50|-50,shabalin.ivan.2,DeepStack 
f,,,,8h4d6s9d,50|-50,DeepStack,voloshin.stanislav.2 
cr300c,r600f,,,As2sTs3h5sQc8d,300|-300,DeepStack,shabalin.ivan.2 
k,cr200c,cr600c,k,Qd2hAh4s7h2dQc9h5d,600|-600,voloshin.stanislav.2,DeepStack 
f,,,,8d3h2hTs,50|-50,DeepStack,voloshin.stanislav.1 
cr300c,k,r600c,r1400c,AsAcJsQh4dQsAh9h7d,1400|-1400,voloshin.stanislav.1,DeepStack 
r300r900f,,,,KsAhTh8d,300|-300,shabalin.ivan.2,DeepStack 
k,k,cr300c,k,9d4dTh3d2hKd9hTcJh,-300|300,DeepStack,shabalin.ivan.2 
r200c,k,cr400c,k,7c4dKs7s7hAcAh4cTs,-400|400,DeepStack,voloshin.stanislav.2 
f,,,,Kc8h6s2h,50|-50,DeepStack,voloshin.stanislav.1 
f,,,,4s5c4h2d,50|-50,voloshin.stanislav.1,DeepStack 
k,k,r300c,k,Qs2s3dKhJsJd8h6hJc,-300|300,shabalin.ivan.2,DeepStack 
r300r900c,k,cr1600f,,7h6hKdQs9c9sQd9d,-900|900,DeepStack,voloshin.stanislav.1 
r300r900f,,,,Ah6hKs7d,300|-300,DeepStack,shabalin.ivan.2 
f,,,,9sAc2h7s,50|-50,voloshin.stanislav.2,DeepStack 
r200c,cr400f,,,Qs9hAc3d4d5c6h,-200|200,DeepStack,voloshin.stanislav.2 
r300r900r2700f,,,,5dAdAs4h,-900|900,shabalin.ivan.2,DeepStack 
r200f,,,,4hJd3cAs,-100|100,voloshin.stanislav.1,DeepStack 
cr300c,r600c,r1800f,,5s4h9h6c5h2dTsAh,600|-600,DeepStack,shabalin.ivan.2 
r200c,k,r400c,r800f,Jc7s7cJh9c6s9hThQd,400|-400,DeepStack,voloshin.stanislav.1 
k,r200c,cr400c,k,9s7c5s9h7sKc3hTd2h,400|-400,voloshin.stanislav.2,DeepStack 
r300f,,,,6h3s7s5c,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,4s7d2c7s,50|-50,DeepStack,voloshin.stanislav.2 
r200r600f,,,,6h6cKd5c,200|-200,DeepStack,voloshin.stanislav.1 
r300r900c,r2700f,,,5cAh6s7cJd8h7s,900|-900,shabalin.ivan.2,DeepStack 
k,cr200c,k,r300c,7c6h8c4h8hTs2s9cQd,300|-300,voloshin.stanislav.2,DeepStack 
r300c,k,k,k,8hJhKsJs7d3cQsQh6h,-300|300,voloshin.stanislav.1,DeepStack 
cr300c,r600f,,,KsJc4h7d8sJdQd,300|-300,DeepStack,shabalin.ivan.2 
f,,,,ThKs5sJd,50|-50,DeepStack,voloshin.stanislav.2 
r200c,cr400c,cr1000c,r2000r3000c,TcQhAd7sJd4s2dQcJs,3000|-3000,DeepStack,voloshin.stanislav.1 
k,k,r200c,r300r900c,5hQcTd3c4hQd3s3h2d,-900|900,voloshin.stanislav.2,DeepStack 
r200c,k,r600c,r1600c,Kd4s9sJs8s8dJc3d8c,-1600|1600,shabalin.ivan.2,DeepStack 
r300f,,,,Qh8sJhQd,-100|100,voloshin.stanislav.1,DeepStack 
r200c,cr400c,cr1200c,k,AsThTc4cQd2c9cAhKh,1200|-1200,DeepStack,voloshin.stanislav.2 
f,,,,2d5h3hQs,50|-50,DeepStack,voloshin.stanislav.1 
r200f,,,,5d2h7s5h,-100|100,voloshin.stanislav.1,DeepStack 
r300r900c,cr2250f,,,As5sAhThAc2c8c,-900|900,DeepStack,voloshin.stanislav.1 
r300c,k,k,k,Kc7sKd5cJdQd6hQc4h,300|-300,DeepStack,shabalin.ivan.2 
r300f,,,,7c5d4s5h,-100|100,voloshin.stanislav.2,DeepStack 
r300f,,,,Tc4c8d8s,-100|100,voloshin.stanislav.1,DeepStack 
r200c,k,cr400f,,8hKcKd8d7s9h3dAs,-200|200,DeepStack,voloshin.stanislav.2 
f,,,,Ac9c4h5s,50|-50,DeepStack,voloshin.stanislav.1 
r200f,,,,8d4h3hAd,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,2d6d6cJh,50|-50,DeepStack,voloshin.stanislav.1 
r300f,,,,8hKsJh5h,-100|100,voloshin.stanislav.2,DeepStack 
r300f,,,,4cTdJcJs,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,Kd9hTc3h,50|-50,DeepStack,voloshin.stanislav.1 
f,,,,6d8c5s4c,50|-50,DeepStack,voloshin.stanislav.2 
k,cr300f,,,7d4sQd9cJc2cQh,-100|100,shabalin.ivan.2,DeepStack 
f,,,,7c3d4s2d,50|-50,voloshin.stanislav.1,DeepStack 
r300f,,,,Kd3sJdKh,-100|100,voloshin.stanislav.2,DeepStack 
f,,,,3s9h5d3c,50|-50,DeepStack,voloshin.stanislav.1 
f,,,,Ks6d4h5d,50|-50,DeepStack,voloshin.stanislav.2 
k,cr300f,,,3sJd9c5h8c9dAs,-100|100,voloshin.stanislav.1,DeepStack 
r200c,cr600c,cr1800f,,As4dTh8s5c7s2c9s,-600|600,voloshin.stanislav.2,DeepStack 
r300r900c,cr2250c,k,k,Ts9sAs2s6cQs7sKd9d,2250|-2250,DeepStack,shabalin.ivan.2 
cr300f,,,,ThKc8h2h,100|-100,DeepStack,voloshin.stanislav.1 
f,,,,4cAhJd3s,50|-50,DeepStack,voloshin.stanislav.2 
k,cr200f,,,QhTs8c6s5h7dAc,-100|100,voloshin.stanislav.1,DeepStack 
r300f,,,,Jc5cQc9s,-100|100,voloshin.stanislav.2,DeepStack 
f,,,,3h8d6dJh,50|-50,DeepStack,voloshin.stanislav.1 
f,,,,Th6s2c7d,50|-50,DeepStack,voloshin.stanislav.2 
r300r900c,k,k,cr1800c,JhJc4cQc3hTsQsTh9d,-1800|1800,voloshin.stanislav.1,DeepStack 
k,cr200f,,,2d7sQdKs2h8s8h,-100|100,voloshin.stanislav.2,DeepStack 
r300f,,,,Td4h8s3s,-100|100,shabalin.ivan.2,DeepStack 
r300f,,,,3cKs3s5s,-100|100,DeepStack,shabalin.ivan.2 
r300c,cr900r2250f,,,Kc3dKs5sJhTdQd,900|-900,shabalin.ivan.2,DeepStack 
f,,,,5cQd3h2s,50|-50,DeepStack,shabalin.ivan.2 
cr300c,k,r750r2250c,k,8cKc8s5h5c5d6dQc2d,-2250|2250,shabalin.ivan.2,DeepStack 
r300f,,,,5h7sKcJh,-100|100,DeepStack,shabalin.ivan.2 
k,k,r300f,,Tc3cKs4sQdJc6s9h,100|-100,shabalin.ivan.2,DeepStack 
k,cr300c,cr750c,k,Ah4c3sQhAdQd8hKd9d,750|-750,DeepStack,shabalin.ivan.2 
r200r600c,r1200c,k,cr2200c,KdQcQh9s9h3c3s2sJh,-2200|2200,DeepStack,voloshin.stanislav.1 
f,,,,9sAc3sQd,50|-50,DeepStack,voloshin.stanislav.2 
r200c,cr600f,,,8sKh8c7sJh9d4s,-200|200,shabalin.ivan.2,DeepStack 
r300f,,,,3s4cQc7s,-100|100,voloshin.stanislav.2,DeepStack 
f,,,,2hKh9h2s,50|-50,DeepStack,voloshin.stanislav.2 
r300c,k,r600f,,8hAc7dQsAh6s6cJh,300|-300,voloshin.stanislav.2,DeepStack 
r300c,k,k,k,Jd5d2h2dJsThKc5h9h,300|-300,voloshin.stanislav.1,DeepStack 
r300r900r2700c,cr8100f,,,JsJdQcAdQhTc7c,-2700|2700,DeepStack,shabalin.ivan.2 
r200c,k,k,r600c,Kh8cKdKsAc4h6s5h7c,600|-600,DeepStack,voloshin.stanislav.2 
r300r900f,,,,4c4s6cJh,300|-300,shabalin.ivan.2,DeepStack 
r200c,k,r400c,cr1000f,2sJhTsJdJc8s7sAhTc,-400|400,DeepStack,voloshin.stanislav.1 
r300r900c,r2700c,k,k,6h7h8hKh2dAhKc4c3d,-2700|2700,DeepStack,shabalin.ivan.2 
r200f,,,,5dJcAs7d,-100|100,voloshin.stanislav.2,DeepStack 
r200c,k,k,k,5c8h7hKdThTd9s6cJc,-200|200,DeepStack,voloshin.stanislav.2 
r300f,,,,Qd2d5hJs,-100|100,voloshin.stanislav.1,DeepStack 
f,,,,8dTd7s2d,50|-50,shabalin.ivan.2,DeepStack 
cr300c,r900r2250f,,,KhJhQc2h7hQd4d,-900|900,DeepStack,shabalin.ivan.2 
r200c,k,r600c,k,Kd6dJcQcAd9h2s8h6c,600|-600,shabalin.ivan.2,DeepStack 
k,k,r200c,r400c,5c7s6sJd9d8h9cJc9h,-400|400,DeepStack,shabalin.ivan.2 
cr300c,r750f,,,Kh9cQd4sAcTs8d,300|-300,shabalin.ivan.2,DeepStack 
r300f,,,,7h3sQh9d,-100|100,DeepStack,shabalin.ivan.2 
k,cr200c,cr400f,,Qc3c2dTcTd8s4d5s,-200|200,shabalin.ivan.2,DeepStack 
k,k,r200r500f,,7c9h3h5dTd4d9c4c,-200|200,DeepStack,shabalin.ivan.2 
r200r600f,,,,AhTc5hJs,200|-200,shabalin.ivan.2,DeepStack 
r300f,,,,2dJh6dAc,-100|100,DeepStack,shabalin.ivan.2 
r200c,cr400f,,,Jd9c3d9d3hQd5d,-200|200,shabalin.ivan.2,DeepStack 
r300r900c,r2700f,,,Ks9sQcKc5c7sTh,900|-900,DeepStack,shabalin.ivan.2 
cr300f,,,,Kd8h5d9s,100|-100,shabalin.ivan.2,DeepStack 
k,cr300f,,,3d7s9d6c2s5c3c,-100|100,DeepStack,shabalin.ivan.2 
r200c,k,r500c,cr1500f,6s4s7h6h5d3dTcAs3s,-500|500,shabalin.ivan.2,DeepStack 
r300c,k,k,k,Js3sKcTh8h4c8d6sQc,-300|300,DeepStack,shabalin.ivan.2 
r300f,,,,Ts4hJs8d,-100|100,shabalin.ivan.2,DeepStack 
r300r900c,r1800f,,,8c9cQc2cAs8s4d,900|-900,indenok.sergey.1,DeepStack 
r250c,k,r500f,,Jh2hJs4sQc9c8c3c,250|-250,DeepStack,shabalin.ivan.2 
f,,,,9h7dQs5h,50|-50,DeepStack,indenok.sergey.1 
r300f,,,,6c8d9hQc,-100|100,shabalin.ivan.2,DeepStack 
r300f,,,,7c4s7sAd,-100|100,indenok.sergey.1,DeepStack 
r300f,,,,5s9cAh4s,-100|100,DeepStack,shabalin.ivan.2 
r300f,,,,Qc6d3c2h,-100|100,DeepStack,indenok.sergey.1 
r300f,,,,5h2hAd8s,-100|100,shabalin.ivan.2,DeepStack 
f,,,,Qh9h3d8h,50|-50,indenok.sergey.1,DeepStack 
cr300c,cr900c,k,r1800f,QhKdTc5sAd8cKs2h6s,900|-900,DeepStack,shabalin.ivan.2 
r300c,k,cr900r2700c,r5400f,9d4d8c6sQs3s2d6d5s,2700|-2700,DeepStack,indenok.sergey.1 
r300f,,,,7h5sAcJs,-100|100,shabalin.ivan.2,DeepStack 
r200r1000f,,,,8s7c6sKc,200|-200,indenok.sergey.1,DeepStack 
k,cr300c,cr900f,,2c7dAcJcAs2h9sJd,-300|300,DeepStack,shabalin.ivan.2 
f,,,,Ts9d9c2d,50|-50,DeepStack,indenok.sergey.1 
r300f,,,,4sJhQsKd,-100|100,shabalin.ivan.2,DeepStack 
r300c,k,k,r1500c,Jh6c8sKc5s8cAc9hJc,1500|-1500,indenok.sergey.1,DeepStack 
f,,,,5c9dQd2c,50|-50,DeepStack,indenok.sergey.1 
f,,,,9sJd2c7h,50|-50,indenok.sergey.1,DeepStack 
r500c,cr1500c,cr20000f,,JhTh3h2s8d6hAhTd,-1500|1500,DeepStack,indenok.sergey.1 
cr500r1500c,cr3000r20000f,,,JhThKc3c8d5c4d,3000|-3000,indenok.sergey.1,DeepStack 
f,,,,Jc9s8d2h,50|-50,DeepStack,indenok.sergey.1 
r300f,,,,9c2s5c3c,-100|100,indenok.sergey.1,DeepStack 
r500f,,,,4cAh4hAd,-100|100,DeepStack,indenok.sergey.1 
cr500f,,,,QdAc3hJs,100|-100,indenok.sergey.1,DeepStack 
r500f,,,,3h9dThQc,-100|100,DeepStack,indenok.sergey.1 
